חומר פעיל,גידול,MRL,תאריך עדכון,המתנה לאישור תקנות
"1-MCP","תפוח עץ","0.010","2016-09-29T00:00:00",
"1-MCP","אגס","0.010","2016-09-29T00:00:00",
"1,3 DICHLOROPROPENE","תפוח אדמה","0.010","2013-01-15T00:00:00",
"1,3 DICHLOROPROPENE","מלפפון","0.010","2013-01-15T00:00:00",
"1,3 DICHLOROPROPENE","אבטיח","0.010","2013-01-15T00:00:00",
"1,3 DICHLOROPROPENE","פלפל","0.010","2013-01-15T00:00:00",
"1,3 DICHLOROPROPENE","עגבניה","0.010","2013-01-15T00:00:00",
"1,3 DICHLOROPROPENE","בטטה","0.010","2013-01-15T00:00:00",
"1,3 DICHLOROPROPENE","גזר","0.010","2013-01-15T00:00:00",
"1,4-DIMETHYLNAPHTALENE","תפוח אדמה","1.500","2022-10-25T00:00:00","15.000"
"2,4-D","אספסת","0.100","1999-01-01T00:00:00",
"2,4-D","פרי הדר","1.000","2005-07-17T00:00:00",
"2,4-D","חלב","0.010","2005-07-17T00:00:00",
"2,4-D","בשר","0.050","2013-01-10T00:00:00",
"2,4-D","בשר, חלקי פנים","0.050","2013-01-10T00:00:00",
"2,4-D","ביצים","0.010","2005-07-17T00:00:00",
"2,4-D","בשר עוף","0.050","1998-11-01T00:00:00",
"2,4-D","שקד","0.200","2005-07-17T00:00:00",
"2,4-D","אבוקדו","0.050","2005-07-17T00:00:00",
"2,4-D","מנגו","0.050","2005-07-20T00:00:00",
"2,4-D","אפרסמון","0.050","2005-07-17T00:00:00",
"2,4-D","רימון","0.050","2010-06-21T00:00:00",
"2,4-D","תפוח עץ","0.010","2005-07-17T00:00:00",
"2,4-D","שסק","0.050","2005-07-17T00:00:00",
"2,4-D","אגס","0.010","2005-07-17T00:00:00",
"2,4-D","שזיף","0.050","2005-07-20T00:00:00",
"2,4-D","משמש","0.050","2005-07-17T00:00:00",
"2,4-D","נקטרינה","0.050","2005-07-17T00:00:00",
"2,4-D","אפרסק","0.050","2005-07-17T00:00:00",
"2,4-D","זית אירופאי","0.500","1998-11-01T00:00:00",
"2,4-D","גויאבה","0.050","2005-07-17T00:00:00",
"2,4-D","שעורה תרבותית","0.010","2005-07-17T00:00:00",
"2,4-D","שבולת שועל","0.010","2005-07-20T00:00:00",
"2,4-D","דורה-סורגום","0.010","2005-07-17T00:00:00",
"2,4-D","חיטה","0.500","1998-11-01T00:00:00",
"2,4-D","אנונה","0.050","2005-07-17T00:00:00",
"2,4-D","בשר עוף, חלקי פנים","0.050","2005-12-08T00:00:00",
"ABAMECTIN","קורנית","0.050","2013-01-09T00:00:00",
"ABAMECTIN","ענבים","0.020","1999-01-01T00:00:00","0.050"
"ABAMECTIN","תות שדה לפרי","0.020","2005-07-20T00:00:00",
"ABAMECTIN","פרי הדר","0.010","1996-01-01T00:00:00",
"ABAMECTIN","לובאג'",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","לואיזה (ליפיה לימונית)",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","מליסה",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","אסתר",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","תפוח אדמה","0.010","1999-01-01T00:00:00",
"ABAMECTIN","כרפס/סלרי (שורש ועלים)","0.010","1996-01-01T00:00:00",
"ABAMECTIN","כרוב",,"2022-08-21T00:00:00","0.050"
"ABAMECTIN","כרובית",,"2025-07-08T00:00:00","0.500"
"ABAMECTIN","מלון","0.010","1996-01-01T00:00:00",
"ABAMECTIN","מלפפון","0.010","1996-01-01T00:00:00",
"ABAMECTIN","דלעת","0.010","2015-11-15T00:00:00",
"ABAMECTIN","אבטיח","0.010","1996-01-01T00:00:00",
"ABAMECTIN","חימצה (חומוס)","0.020","2013-01-09T00:00:00",
"ABAMECTIN","סלק עלים",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","כוסברה (גד השדה)",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","פלפל","0.020","1996-01-01T00:00:00","0.050"
"ABAMECTIN","חציל","0.010","1996-01-01T00:00:00",
"ABAMECTIN","עגבניה","0.020","2005-07-20T00:00:00",
"ABAMECTIN","פפריקה","0.020","2013-01-09T00:00:00",
"ABAMECTIN","דלורית","0.010","2015-11-15T00:00:00",
"ABAMECTIN","גזר","0.010","2015-08-13T00:00:00",
"ABAMECTIN","בצל","0.010","2005-07-20T00:00:00",
"ABAMECTIN","כותנה","0.010","2005-07-20T00:00:00",
"ABAMECTIN","אגוז אדמה","0.010","1996-01-01T00:00:00",
"ABAMECTIN","אורגנו",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","אבוקדו","0.020","2005-07-20T00:00:00",
"ABAMECTIN","תפוח עץ","0.020","1999-01-01T00:00:00","0.050"
"ABAMECTIN","אגס","0.020","2005-07-20T00:00:00",
"ABAMECTIN","שזיף","0.010","2010-05-24T00:00:00",
"ABAMECTIN","נקטרינה","0.020","1999-01-01T00:00:00",
"ABAMECTIN","אפרסק","0.020","1996-01-01T00:00:00",
"ABAMECTIN","תמר","0.010","2010-01-03T00:00:00",
"ABAMECTIN","זית אירופאי","0.010","2010-05-24T00:00:00",
"ABAMECTIN","ריחן מצוי / בזיל","0.050","2013-01-09T00:00:00",
"ABAMECTIN","עירית בצלית","0.050","2013-01-09T00:00:00",
"ABAMECTIN","שמיר (שבת)",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","מיורם",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","מנטה","0.050","2013-01-09T00:00:00",
"ABAMECTIN","פטרוסלינון (שורש ועלים)","0.050","2013-01-09T00:00:00",
"ABAMECTIN","רוזמרין","0.050","2013-01-09T00:00:00",
"ABAMECTIN","מרווה",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","טרגון","0.050","2013-01-09T00:00:00",
"ABAMECTIN","רוקט (בן חרדל)",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","רוקולה",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","סייגית (צ'רביל)",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","זעתר (אזוב מצוי)","0.050","2013-01-09T00:00:00",
"ABAMECTIN","בצל ירוק",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","חומעת הגינה",,"2023-02-20T00:00:00","0.050"
"ABAMECTIN","סטיביה",,"2023-02-20T00:00:00","0.050"
"ACEQUINOCYL","קורנית","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","תות שדה לפרי","0.020","2006-07-20T00:00:00",
"ACEQUINOCYL","כרפס/סלרי (שורש ועלים)",,"2024-02-28T00:00:00","0.700"
"ACEQUINOCYL","מלון","0.050","2007-05-06T00:00:00",
"ACEQUINOCYL","מלפפון","0.050","2007-01-01T00:00:00",
"ACEQUINOCYL","אבטיח","0.050","2010-06-21T00:00:00",
"ACEQUINOCYL","כוסברה (גד השדה)","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","חסה",,"2024-02-28T00:00:00","1.000"
"ACEQUINOCYL","פלפל","0.700","2011-10-04T00:00:00",
"ACEQUINOCYL","חציל","0.700","2010-02-18T00:00:00",
"ACEQUINOCYL","עגבניה","0.700","2007-01-01T00:00:00",
"ACEQUINOCYL","תפוח עץ","0.020","2006-07-20T00:00:00",
"ACEQUINOCYL","ריחן מצוי / בזיל","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","עירית בצלית","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","שמיר (שבת)","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","מנטה","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","פטרוסלינון (שורש ועלים)","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","רוזמרין","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","מרווה","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","טרגון","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","רוקט (בן חרדל)",,"2019-04-11T00:00:00","0.700"
"ACEQUINOCYL","רוקולה","0.700","2013-09-15T00:00:00",
"ACEQUINOCYL","בצל ירוק","0.700","2013-09-15T00:00:00",
"ACETAMIPRID","קורנית","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","ענבים","0.050","1999-05-15T00:00:00",
"ACETAMIPRID","פרי הדר","0.050","2003-11-05T00:00:00","0.250"
"ACETAMIPRID","כרפס/סלרי (שורש ועלים)","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","כרוביים","0.050","2013-05-13T00:00:00","יתבטל"
"ACETAMIPRID","כרוב","0.050","2013-05-13T00:00:00",
"ACETAMIPRID","ברוקולי","0.050","2013-05-13T00:00:00",
"ACETAMIPRID","כרובית","0.050","2013-05-13T00:00:00",
"ACETAMIPRID","מלון","0.050","2001-05-24T00:00:00",
"ACETAMIPRID","מלפפון","0.050","2001-07-15T00:00:00",
"ACETAMIPRID","דלעת","0.020","2015-11-16T00:00:00",
"ACETAMIPRID","קישוא","0.050","2001-05-24T00:00:00",
"ACETAMIPRID","אבטיח","0.050","2001-05-24T00:00:00",
"ACETAMIPRID","כוסברה (גד השדה)","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","כרוב סיני",,"2019-06-03T00:00:00","0.050"
"ACETAMIPRID","קייל",,"2019-06-03T00:00:00","0.050"
"ACETAMIPRID","חסה","0.050","2015-11-12T00:00:00",
"ACETAMIPRID","פלפל","0.050","2001-07-15T00:00:00",
"ACETAMIPRID","חציל","0.050","2001-07-15T00:00:00",
"ACETAMIPRID","עגבניה","0.200","2001-05-24T00:00:00","0.300"
"ACETAMIPRID","דלורית","0.020","2015-11-16T00:00:00",
"ACETAMIPRID","סלק אדום (שורש ועלים)",,"2023-09-27T00:00:00","0.030"
"ACETAMIPRID","גזר","0.050","2013-09-16T00:00:00",
"ACETAMIPRID","כותנה","0.050","1999-01-01T00:00:00",
"ACETAMIPRID","שקד","0.100","2014-08-04T00:00:00",
"ACETAMIPRID","מנגו",,"2024-02-28T00:00:00","0.150"
"ACETAMIPRID","אפרסמון","0.100","2005-09-19T00:00:00",
"ACETAMIPRID","רימון","0.100","2010-06-21T00:00:00",
"ACETAMIPRID","תפוח עץ","0.050","2001-07-15T00:00:00",
"ACETAMIPRID","אגס","0.050","1999-01-01T00:00:00",
"ACETAMIPRID","שזיף","0.050","2010-08-03T00:00:00",
"ACETAMIPRID","משמש","0.050","2010-08-03T00:00:00",
"ACETAMIPRID","נקטרינה","0.050","2001-07-15T00:00:00",
"ACETAMIPRID","אפרסק","0.050","2001-07-15T00:00:00",
"ACETAMIPRID","זית אירופאי","0.050","2009-01-14T00:00:00",
"ACETAMIPRID","תירס","0.050","2013-09-16T00:00:00",
"ACETAMIPRID","ריחן מצוי / בזיל","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","שמיר (שבת)","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","מיורם","3.000","2012-06-13T00:00:00",
"ACETAMIPRID","מנטה","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","פטרוסלינון (שורש ועלים)","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","רוזמרין","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","מרווה","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","טרגון","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","רוקט (בן חרדל)",,"2019-04-11T00:00:00","3.000"
"ACETAMIPRID","רוקולה","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","עשב לימון","3.000","2011-12-19T00:00:00",
"ACETAMIPRID","בצל ירוק","3.000","2011-12-19T00:00:00",
"ACIBENZOLAR-S-METHYL","פלפל",,"2023-11-14T00:00:00","0.070"
"ACIBENZOLAR-S-METHYL","חציל",,"2022-12-26T00:00:00","0.050"
"ACIBENZOLAR-S-METHYL","עגבניה",,"2022-08-21T00:00:00","0.050"
"ACLONIFEN","כרפס/סלרי (שורש ועלים)",,"2024-05-13T00:00:00","0.010"
"ACLONIFEN","חימצה (חומוס)","0.020","2013-01-09T00:00:00",
"ACLONIFEN","כוסברה (גד השדה)","0.020","2013-01-09T00:00:00",
"ACLONIFEN","עגבניה","0.020","2013-01-09T00:00:00",
"ACLONIFEN","בטטה","0.020","2013-01-09T00:00:00",
"ACLONIFEN","בצל","0.010","2014-08-04T00:00:00",
"ACLONIFEN","חמנית מצויה",,"2024-05-13T00:00:00","0.010"
"ACLONIFEN","שמיר (שבת)","0.020","2013-01-09T00:00:00",
"ACLONIFEN","פטרוסלינון (שורש ועלים)","0.020","2013-01-09T00:00:00",
"ACRINATHRIN","ענבים","0.300","2009-11-09T00:00:00",
"ACRINATHRIN","תות שדה לפרי","0.200","1997-12-18T00:00:00",
"ACRINATHRIN","מלפפון","0.200","1997-12-18T00:00:00",
"ACRINATHRIN","פלפל","0.100","1998-07-16T00:00:00",
"ACRINATHRIN","חציל","0.200","1997-12-18T00:00:00",
"ACRINATHRIN","גזר","0.020","2015-11-17T00:00:00",
"ACRINATHRIN","שקד","0.200","2005-07-21T00:00:00",
"ACRINATHRIN","אפרסמון","0.100","2011-02-02T00:00:00",
"ACRINATHRIN","רימון","0.050","2011-01-09T00:00:00",
"ACRINATHRIN","אגס","0.200","2005-07-21T00:00:00",
"ACRINATHRIN","שזיף","0.200","2005-07-21T00:00:00",
"ACRINATHRIN","משמש","0.200","2005-07-21T00:00:00",
"ACRINATHRIN","דובדבן","0.200","2010-06-21T00:00:00",
"ACRINATHRIN","נקטרינה","0.200","2005-07-21T00:00:00",
"ACRINATHRIN","אפרסק","0.200","2005-07-21T00:00:00",
"ACRINATHRIN","זית אירופאי","0.200","2011-11-16T00:00:00",
"AFIDOPYROPEN","ענבים",,"2023-02-12T00:00:00","0.400"
"AFIDOPYROPEN","כרוב",,"2022-12-04T00:00:00","0.080"
"AFIDOPYROPEN","ברוקולי",,"2024-08-19T00:00:00","0.020"
"AFIDOPYROPEN","כרובית",,"2024-08-19T00:00:00","0.020"
"AFIDOPYROPEN","קולרבי",,"2024-08-19T00:00:00","0.030"
"AFIDOPYROPEN","מלון",,"2024-08-19T00:00:00","0.020"
"AFIDOPYROPEN","מלפפון",,"2022-12-04T00:00:00","0.080"
"AFIDOPYROPEN","קישוא",,"2024-08-19T00:00:00","0.050"
"AFIDOPYROPEN","אבטיח",,"2025-07-07T00:00:00","0.010"
"AFIDOPYROPEN","פלפל",,"2023-02-12T00:00:00","0.050"
"AFIDOPYROPEN","חציל",,"2024-08-19T00:00:00","0.020"
"AFIDOPYROPEN","עגבניה",,"2022-12-04T00:00:00","0.100"
"AFIDOPYROPEN","שקד",,"2023-02-12T00:00:00","0.050"
"AFIDOPYROPEN","רימון",,"2024-08-19T00:00:00","0.020"
"AFIDOPYROPEN","נקטרינה",,"2023-02-12T00:00:00","0.050"
"AFIDOPYROPEN","אפרסק",,"2022-12-04T00:00:00","0.200"
"ALACHLOR","כותנה","0.020","2013-01-09T00:00:00","יתבטל"
"ALACHLOR","אגוז אדמה","0.020","2013-01-09T00:00:00","יתבטל"
"ALACHLOR","חמנית מצויה","0.020","2013-01-09T00:00:00","יתבטל"
"ALACHLOR","תירס","0.020","2013-01-09T00:00:00","יתבטל"
"ALDRIN","גזר","0.100","1996-01-01T00:00:00",
"ALDRIN","חלב","0.006","1999-01-01T00:00:00",
"ALDRIN","בשר","0.200","1996-01-01T00:00:00",
"ALDRIN","ביצים","0.100","1999-01-01T00:00:00",
"ALDRIN","בשר עוף","0.200","1999-01-01T00:00:00",
"ALDRIN","דגניים","0.020","1996-01-01T00:00:00",
"AMETOCTRADIN","ענבים","0.500","2015-11-16T00:00:00",
"AMETOCTRADIN","תפוח אדמה","0.020","2016-07-11T00:00:00",
"AMETOCTRADIN","מלון",,"2019-06-16T00:00:00","0.050"
"AMETOCTRADIN","מלפפון","0.020","2016-07-11T00:00:00",
"AMETOCTRADIN","קישוא","0.050","2015-11-16T00:00:00",
"AMETOCTRADIN","עגבניה","0.020","2016-07-11T00:00:00",
"AMETOCTRADIN","בצל","0.100","2016-07-11T00:00:00",
"AMINOTRIAZOLE","ענבים","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","פרי הדר","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","חימצה (חומוס)","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","עגבניה","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","כותנה","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","חמנית מצויה","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","שקד","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","פקאן תרבותי","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","אבוקדו","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","פיג'ואה","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","קיווי","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","מנגו","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","אפרסמון","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","תפוח עץ","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","אגס","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","שזיף","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","משמש","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","אפרסק","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","חרוב מצוי","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","זית אירופאי","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","גויאבה","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","תירס","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","דורה-סורגום","0.020","2013-01-09T00:00:00","יתבטל"
"AMINOTRIAZOLE","אנונה","0.020","2013-01-09T00:00:00","יתבטל"
"AMITRAZ","בשר, חלקי פנים","0.200","2005-07-21T00:00:00",
"AMITRAZ","כותנה","0.500","1996-01-01T00:00:00","יתבטל"
"AMITRAZ","אגוז אדמה","0.500","2005-07-21T00:00:00","יתבטל"
"AMITRAZ","אפרסמון","0.500","1999-01-01T00:00:00","יתבטל"
"AMITRAZ","תפוח עץ","0.500","1996-01-01T00:00:00","יתבטל"
"AMITRAZ","אגס","0.500","1996-01-01T00:00:00","יתבטל"
"AMITRAZ","שזיף","0.500","1996-01-01T00:00:00","יתבטל"
"AMITRAZ","אפרסק","0.500","1996-01-01T00:00:00","יתבטל"
"AMITRAZ","זית אירופאי","0.500","2005-07-21T00:00:00","יתבטל"
"AMITRAZ","דבש","0.200","2017-12-28T00:00:00",
"ATRAZINE","חלב","0.020","1999-01-01T00:00:00",
"ATRAZINE","בשר","0.020","1999-01-01T00:00:00",
"ATRAZINE","ביצים","0.020","1999-01-01T00:00:00",
"ATRAZINE","בשר עוף","0.020","2005-07-21T00:00:00",
"ATRAZINE","תירס","0.010","2005-12-11T00:00:00",
"ATRAZINE","דורה-סורגום","0.200","2013-01-09T00:00:00",
"AZOCYCLOTIN","תות שדה לפרי","0.500","1996-01-01T00:00:00","יתבטל"
"AZOCYCLOTIN","חציל","0.100","1996-01-01T00:00:00","יתבטל"
"AZOCYCLOTIN","עגבניה","0.100","1996-01-01T00:00:00","יתבטל"
"AZOCYCLOTIN","כותנה","0.100","1996-01-01T00:00:00","יתבטל"
"AZOCYCLOTIN","אגוז אדמה","1.000","1996-01-01T00:00:00","יתבטל"
"AZOCYCLOTIN","תפוח עץ","1.000","1996-01-01T00:00:00","יתבטל"
"AZOCYCLOTIN","אגס","2.000","1996-01-01T00:00:00","יתבטל"
"AZOXYSTROBIN","תלתן",,"2025-06-25T00:00:00","0.300"
"AZOXYSTROBIN","קורנית","0.600","2009-10-13T00:00:00",
"AZOXYSTROBIN","ענבים","0.600","2005-05-26T00:00:00",
"AZOXYSTROBIN","פרי הדר","0.300","2000-01-01T00:00:00",
"AZOXYSTROBIN","תפוח אדמה","0.050","2000-01-01T00:00:00",
"AZOXYSTROBIN","כרפס/סלרי (שורש ועלים)","0.500","2007-08-30T00:00:00",
"AZOXYSTROBIN","כרוב",,"2021-08-23T00:00:00","0.100"
"AZOXYSTROBIN","ברוקולי",,"2021-08-23T00:00:00","0.200"
"AZOXYSTROBIN","כרובית",,"2021-08-23T00:00:00","0.100"
"AZOXYSTROBIN","מלון","0.020","2008-07-27T00:00:00",
"AZOXYSTROBIN","מלפפון","0.500","2016-07-11T00:00:00",
"AZOXYSTROBIN","קישוא","0.050","2016-09-06T00:00:00",
"AZOXYSTROBIN","אבטיח","0.010","2008-08-26T00:00:00",
"AZOXYSTROBIN","חימצה (חומוס)","0.050","2005-08-17T00:00:00",
"AZOXYSTROBIN","כוסברה (גד השדה)","0.600","2009-10-13T00:00:00",
"AZOXYSTROBIN","פלפל","0.500","2005-05-26T00:00:00",
"AZOXYSTROBIN","חציל","0.500","2005-05-26T00:00:00",
"AZOXYSTROBIN","עגבניה","0.500","2016-06-08T00:00:00",
"AZOXYSTROBIN","פפריקה","0.500","2013-01-09T00:00:00",
"AZOXYSTROBIN","אפון","1.000","2008-08-20T00:00:00",
"AZOXYSTROBIN","שעועית ירוקה","0.010","2016-05-23T00:00:00",
"AZOXYSTROBIN","סלק אדום (שורש ועלים)",,"2022-12-04T00:00:00","0.020"
"AZOXYSTROBIN","גזר","1.000","2004-06-08T00:00:00",
"AZOXYSTROBIN","בצל","0.050","2005-08-17T00:00:00",
"AZOXYSTROBIN","כותנה","0.020","2003-07-29T00:00:00",
"AZOXYSTROBIN","אגוז אדמה","0.010","2011-01-09T00:00:00",
"AZOXYSTROBIN","חמנית מצויה","0.050","2011-05-17T00:00:00",
"AZOXYSTROBIN","שקד","2.000","2005-12-07T00:00:00",
"AZOXYSTROBIN","שום","0.050","2005-08-17T00:00:00",
"AZOXYSTROBIN","מנגו","0.050","2015-11-16T00:00:00",
"AZOXYSTROBIN","אפרסמון","0.100","2009-06-02T00:00:00",
"AZOXYSTROBIN","רימון","0.200","2012-12-02T00:00:00",
"AZOXYSTROBIN","תפוח עץ","0.300","2013-05-13T00:00:00",
"AZOXYSTROBIN","שזיף","0.050","2007-05-06T00:00:00",
"AZOXYSTROBIN","משמש","0.700","2009-04-05T00:00:00",
"AZOXYSTROBIN","דובדבן",,"2023-03-15T00:00:00","0.100"
"AZOXYSTROBIN","נקטרינה","0.100","2007-05-06T00:00:00",
"AZOXYSTROBIN","אפרסק","0.200","2008-08-27T00:00:00",
"AZOXYSTROBIN","זית אירופאי","0.100","2010-11-25T00:00:00",
"AZOXYSTROBIN","שעורה תרבותית",,"2025-06-25T00:00:00","0.050"
"AZOXYSTROBIN","תירס","0.020","2015-11-17T00:00:00",
"AZOXYSTROBIN","שבולת שועל","0.050","2013-01-09T00:00:00",
"AZOXYSTROBIN","חיטה","0.050","2013-01-09T00:00:00",
"AZOXYSTROBIN","ריחן מצוי / בזיל","2.000","2012-11-27T00:00:00",
"AZOXYSTROBIN","עירית בצלית","15.000","2012-01-10T00:00:00",
"AZOXYSTROBIN","שמיר (שבת)","2.500","2007-06-12T00:00:00",
"AZOXYSTROBIN","מנטה","2.000","2008-01-20T00:00:00",
"AZOXYSTROBIN","פטרוסלינון (שורש ועלים)","0.100","2006-04-04T00:00:00",
"AZOXYSTROBIN","רוזמרין","0.600","2009-10-13T00:00:00",
"AZOXYSTROBIN","מרווה","2.000","2008-01-20T00:00:00",
"AZOXYSTROBIN","טרגון","0.600","2009-10-13T00:00:00",
"AZOXYSTROBIN","רוקט (בן חרדל)",,"2019-04-11T00:00:00","15.000"
"AZOXYSTROBIN","רוקולה","15.000","2012-01-10T00:00:00",
"AZOXYSTROBIN","בצל ירוק","15.000","2012-01-10T00:00:00",
"BENALAXYL","ענבים","0.300","2016-06-08T00:00:00",
"BENALAXYL","תפוח אדמה","0.020","1996-01-01T00:00:00",
"BENALAXYL","כרוביים","0.500","1996-01-01T00:00:00",
"BENALAXYL","כרוב","0.500","2021-08-17T00:00:00",
"BENALAXYL","ברוקולי","0.500","2021-08-17T00:00:00",
"BENALAXYL","כרובית","0.500","2021-08-17T00:00:00",
"BENALAXYL","מלפפון","0.050","1996-01-01T00:00:00",
"BENALAXYL","עגבניה","0.300","2015-11-17T00:00:00",
"BENALAXYL","גזר","0.050","1996-01-01T00:00:00",
"BENALAXYL","בצל","0.100","2013-09-23T00:00:00",
"BENFLURALIN","מלון","0.020","2013-01-09T00:00:00","יתבטל"
"BENFLURALIN","אבטיח","0.020","2013-01-09T00:00:00","יתבטל"
"BENFLURALIN","חימצה (חומוס)","0.020","2013-01-09T00:00:00","יתבטל"
"BENFLURALIN","חסה","0.020","2013-01-09T00:00:00","יתבטל"
"BENFLURALIN","אגוז אדמה","0.020","2013-01-09T00:00:00","יתבטל"
"BENTAZONE","תלתן","0.200","2005-08-17T00:00:00",
"BENTAZONE","בקיה","0.200","2005-08-17T00:00:00",
"BENTAZONE","אפון","0.200","1999-01-01T00:00:00",
"BENTAZONE","שעועית ירוקה","0.200","1999-01-01T00:00:00",
"BENTAZONE","בצל","0.100","1999-01-01T00:00:00",
"BENTAZONE","אגוז אדמה","0.050","1999-01-01T00:00:00",
"BENTAZONE","חיטה","0.100","1999-01-01T00:00:00",
"BENTHIAVALICARB- ISOPROPYL","ענבים","0.200","2017-12-28T00:00:00",
"BENTHIAVALICARB- ISOPROPYL","תפוח אדמה","0.020","2005-12-07T00:00:00",
"BENTHIAVALICARB- ISOPROPYL","כרוב",,"2023-07-12T00:00:00","0.070"
"BENTHIAVALICARB- ISOPROPYL","כרובית",,"2023-06-04T00:00:00","0.020"
"BENTHIAVALICARB- ISOPROPYL","מלון","0.050","2014-02-16T00:00:00",
"BENTHIAVALICARB- ISOPROPYL","מלפפון","0.050","2005-12-07T00:00:00","0.150"
"BENTHIAVALICARB- ISOPROPYL","קישוא",,"2020-09-15T00:00:00","0.050"
"BENTHIAVALICARB- ISOPROPYL","חימצה (חומוס)",,"2024-09-09T00:00:00","0.050"
"BENTHIAVALICARB- ISOPROPYL","חסה",,"2023-07-12T00:00:00","1.400"
"BENTHIAVALICARB- ISOPROPYL","עגבניה",,"2006-07-20T00:00:00","0.050"
"BENTHIAVALICARB- ISOPROPYL","בצל",,"2023-06-04T00:00:00","0.010"
"BIFENAZATE","קורנית","1.000","2010-05-12T00:00:00",
"BIFENAZATE","תות שדה לפרי","1.000","2007-05-06T00:00:00",
"BIFENAZATE","כרפס/סלרי (שורש ועלים)","1.000","2012-07-02T00:00:00",
"BIFENAZATE","מלון","0.020","2009-02-05T00:00:00",
"BIFENAZATE","מלפפון","0.050","2003-05-04T00:00:00",
"BIFENAZATE","אבטיח","0.050","2003-05-04T00:00:00",
"BIFENAZATE","כוסברה (גד השדה)","1.000","2010-05-12T00:00:00",
"BIFENAZATE","פלפל","0.050","2003-05-04T00:00:00",
"BIFENAZATE","חציל","0.050","2003-05-04T00:00:00",
"BIFENAZATE","עגבניה","0.050","2003-05-04T00:00:00",
"BIFENAZATE","חמנית מצויה","0.050","2005-08-17T00:00:00",
"BIFENAZATE","אורגנו",,"2019-02-19T00:00:00","1.000"
"BIFENAZATE","תפוח עץ","0.050","2010-01-04T00:00:00",
"BIFENAZATE","אגס","0.050","2010-01-04T00:00:00",
"BIFENAZATE","שזיף","0.050","2011-05-17T00:00:00",
"BIFENAZATE","נקטרינה","0.050","2011-06-05T00:00:00",
