חומר פעיל,גידול,MRL,תאריך עדכון,המתנה לאישור תקנות
"FORMETANATE HCL","עגבניה","0.500","2012-05-06T00:00:00",
"FORMETANATE HCL","בצל","0.300","2012-01-08T00:00:00",
"FORMETANATE HCL","שום","0.300","2012-01-08T00:00:00",
"FORMETANATE HCL","משמש","0.010","2012-08-26T00:00:00",
"FORMETANATE HCL","נקטרינה","0.010","2011-07-25T00:00:00",
"FORMETANATE HCL","אפרסק","0.010","2011-07-25T00:00:00",
"FOSETYL AL","ענבים","5.000","1996-01-01T00:00:00",
"FOSETYL AL","פרי הדר","5.000","1996-01-01T00:00:00",
"FOSETYL AL","מלון","1.000","1996-01-01T00:00:00",
"FOSETYL AL","מלפפון","2.000","1996-01-01T00:00:00",
"FOSETYL AL","דלעת","0.500","2015-11-15T00:00:00",
"FOSETYL AL","קישוא",,"2017-03-13T00:00:00","2.000"
"FOSETYL AL","חסה","1.000","1996-01-01T00:00:00",
"FOSETYL AL","דלורית","0.500","2015-11-15T00:00:00",
"FOSETYL AL","בצל","0.500","2015-11-12T00:00:00",
"GLUFOSINATE AMMONIUM","ירקות","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","פירות","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","ענבים","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","פרי הדר","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","תפוח אדמה","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","כותנה","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","אבוקדו","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","מנגו","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","אפרסמון","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","תפוח עץ","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","שסק","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","שזיף","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","נקטרינה","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","אפרסק","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","תמר","0.010","2013-01-17T00:00:00",
"GLUFOSINATE AMMONIUM","זית אירופאי","0.010","2013-01-17T00:00:00",
"GLYPHOSATE","בקיה","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","ירקות","0.100","2005-09-20T00:00:00",
"GLYPHOSATE","פירות","0.200","2005-09-20T00:00:00",
"GLYPHOSATE","ענבים","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","פרי הדר","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","מלון","0.500","1999-01-01T00:00:00",
"GLYPHOSATE","אבטיח","0.500","1999-01-01T00:00:00",
"GLYPHOSATE","חימצה (חומוס)","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","בצל","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","כותנה","0.500","1999-01-01T00:00:00",
"GLYPHOSATE","אגוז אדמה","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","חמנית מצויה","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","שקד","1.000","1999-01-01T00:00:00",
"GLYPHOSATE","פקאן תרבותי","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","אבוקדו","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","בננה","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","זית אירופאי","0.200","1999-01-01T00:00:00",
"GLYPHOSATE","דגניים","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","שעורה תרבותית","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","תירס","0.100","1999-01-01T00:00:00",
"GLYPHOSATE","שבולת שועל","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","דורה-סורגום","0.100","2013-01-17T00:00:00",
"GLYPHOSATE","חיטה","5.000","1999-01-01T00:00:00",
"GUAZATINE","פרי הדר","5.000","1996-01-01T00:00:00","יתבטל"
"HALAUXIFEN METHYL","שעורה תרבותית","0.010","2015-11-12T00:00:00",
"HALAUXIFEN METHYL","שבולת שועל","0.010","2015-11-12T00:00:00",
"HALAUXIFEN METHYL","חיטה","0.010","2015-11-12T00:00:00",
"HALOXYFOP R METHYL","תלתן","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","בקיה","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","ענבים","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","כרפס/סלרי (שורש ועלים)","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","כרוב","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","ברוקולי","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","כרובית","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","אבטיח","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","חימצה (חומוס)","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","חסה","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","פלפל","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","עגבניה","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","אפון","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","סלק אדום (שורש ועלים)","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","בצל","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","כותנה","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","אגוז אדמה","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","חריע","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","חמנית מצויה","0.020","2013-01-17T00:00:00",
"HALOXYFOP R METHYL","שום","0.020","2013-01-17T00:00:00",
"HEPTACHLOR","חלב","0.006","1999-01-01T00:00:00",
"HEPTACHLOR","בשר","0.200","1999-01-01T00:00:00",
"HEPTACHLOR","ביצים","0.050","1999-01-01T00:00:00",
"HEPTACHLOR","בשר עוף","0.200","1999-01-01T00:00:00",
"HEPTACHLOR","כותנה","0.020","1996-01-01T00:00:00",
"HEPTACHLOR","דגניים","0.020","1996-01-01T00:00:00",
"HYMEXAZOL","מלפפון","0.050","2013-01-17T00:00:00",
"HYMEXAZOL","עגבניה","0.050","2013-01-17T00:00:00",
"IMAZALIL","פרי הדר","5.000","1996-01-01T00:00:00",
"IMAZALIL","תפוח אדמה","5.000","2005-09-21T00:00:00",
"IMAZALIL","מלון","2.000","1996-01-01T00:00:00",
"IMAZALIL","בננה","2.000","1999-01-01T00:00:00",
"IMAZALIL","אפרסמון","0.010","2013-01-17T00:00:00",
"IMAZALIL","תפוח עץ","0.010","2013-01-17T00:00:00",
"IMAZALIL","שזיף","0.010","2013-01-17T00:00:00",
"IMAZALIL","משמש","0.010","2013-01-17T00:00:00",
"IMAZALIL","אפרסק","0.010","2013-01-17T00:00:00",
"IMAZALIL","חיטה","0.010","2013-01-17T00:00:00",
"IMAZAMOX","אספסת","0.010","2013-01-17T00:00:00",
"IMAZAMOX","תלתן","0.010","2013-01-17T00:00:00",
"IMAZAMOX","בקיה","0.010","2013-01-17T00:00:00",
"IMAZAMOX","אפון","0.010","2013-01-17T00:00:00",
"IMAZAMOX","שעועית ירוקה","0.010","2013-01-17T00:00:00",
"IMAZAMOX","אגוז אדמה","0.010","2013-01-17T00:00:00",
"IMAZAPIC","עגבניה","0.100","2016-05-29T00:00:00",
"IMAZAPIC","אגוז אדמה","0.010","2013-01-17T00:00:00",
"IMAZAPYR","תמר","0.010","1999-01-01T00:00:00",
"IMAZETHAPYR","אפון","0.010","1999-01-01T00:00:00",
"IMIDACLOPRID","קורנית","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","ענבים","0.100","1998-05-01T00:00:00",
"IMIDACLOPRID","תות שדה לפרי","0.100","2000-07-10T00:00:00",
"IMIDACLOPRID","פרי הדר","0.500","1996-01-01T00:00:00",
"IMIDACLOPRID","תפוח אדמה","0.500","2005-09-21T00:00:00",
"IMIDACLOPRID","כרוב","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","ברוקולי","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","כרובית","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","קולרבי","0.500","2014-03-02T00:00:00",
"IMIDACLOPRID","מלון","0.100","1996-01-01T00:00:00",
"IMIDACLOPRID","מלפפון","1.000","2012-12-02T00:00:00",
"IMIDACLOPRID","קישוא","1.000","2012-12-02T00:00:00",
"IMIDACLOPRID","אבטיח","0.100","1996-01-01T00:00:00",
"IMIDACLOPRID","חימצה (חומוס)","0.300","2013-01-17T00:00:00",
"IMIDACLOPRID","סלק עלים","2.000","2014-03-19T00:00:00",
"IMIDACLOPRID","כוסברה (גד השדה)","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","כרוב סיני","0.500","2005-09-21T00:00:00",
"IMIDACLOPRID","תרד","2.000","2014-03-19T00:00:00",
"IMIDACLOPRID","פלפל","0.300","2001-03-21T00:00:00",
"IMIDACLOPRID","חציל","0.300","2014-02-16T00:00:00",
"IMIDACLOPRID","עגבניה","3.000","2001-10-21T00:00:00",
"IMIDACLOPRID","גזר","0.050","2011-05-17T00:00:00",
"IMIDACLOPRID","בצל","0.300","1999-01-01T00:00:00",
"IMIDACLOPRID","כותנה","0.100","1999-01-01T00:00:00",
"IMIDACLOPRID","שקד","0.300","1996-01-01T00:00:00",
"IMIDACLOPRID","פקאן תרבותי","0.300","2005-09-21T00:00:00",
"IMIDACLOPRID","אורגנו","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","בננה","0.050","2015-11-12T00:00:00",
"IMIDACLOPRID","מנגו","0.200","2010-04-18T00:00:00",
"IMIDACLOPRID","אפרסמון","0.050","2011-03-01T00:00:00",
"IMIDACLOPRID","רימון","1.000","2013-01-17T00:00:00",
"IMIDACLOPRID","תפוח עץ","0.300","1996-01-01T00:00:00",
"IMIDACLOPRID","אגס","0.300","1999-01-01T00:00:00",
"IMIDACLOPRID","שזיף","0.300","2014-03-02T00:00:00",
"IMIDACLOPRID","משמש","0.500","2013-01-17T00:00:00",
"IMIDACLOPRID","נקטרינה","0.300","2004-07-13T00:00:00",
"IMIDACLOPRID","אפרסק","0.300","1996-01-01T00:00:00",
"IMIDACLOPRID","תמר","0.050","2005-02-01T00:00:00",
"IMIDACLOPRID","זית אירופאי","1.000","2010-07-18T00:00:00",
"IMIDACLOPRID","תירס","0.010","2005-12-11T00:00:00",
"IMIDACLOPRID","חיטה","0.300","2013-01-17T00:00:00",
"IMIDACLOPRID","ריחן מצוי / בזיל","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","עירית בצלית","0.300","2012-07-02T00:00:00",
"IMIDACLOPRID","שמיר (שבת)","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","מיורם","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","מנטה","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","פטרוסלינון (שורש ועלים)","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","רוזמרין","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","מרווה","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","טרגון","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","רוקט (בן חרדל)",,"2019-04-18T00:00:00","2.500"
"IMIDACLOPRID","רוקולה","2.500","2006-03-21T00:00:00",
"IMIDACLOPRID","מיזונה (כרוב רפה)","2.000","2014-03-19T00:00:00",
"IMIDACLOPRID","בצל ירוק","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","חומעת הגינה","2.000","2011-12-19T00:00:00",
"IMIDACLOPRID","עלי טטסוי","2.000","2014-03-19T00:00:00",
"IN ACCREDITATION=","שונות","0.000","2005-01-23T00:00:00",
"INDOXACARB","קורנית","2.000","2012-11-27T00:00:00",
"INDOXACARB","ענבים","1.000","2005-09-22T00:00:00",
"INDOXACARB","תות שדה לפרי","0.200","2006-04-02T00:00:00",
"INDOXACARB","מליסה","2.000","2012-11-27T00:00:00",
"INDOXACARB","תפוח אדמה","0.020","2005-09-22T00:00:00",
"INDOXACARB","כרפס/סלרי (שורש ועלים)","2.000","2012-11-27T00:00:00",
"INDOXACARB","כרוב","0.020","2001-05-24T00:00:00",
"INDOXACARB","כרובית","0.020","2001-05-24T00:00:00",
"INDOXACARB","מלון","0.020","2012-08-26T00:00:00",
"INDOXACARB","אבטיח","0.020","2001-05-24T00:00:00",
"INDOXACARB","חימצה (חומוס)","0.020","2010-06-21T00:00:00",
"INDOXACARB","כוסברה (גד השדה)","2.000","2012-11-27T00:00:00",
"INDOXACARB","חסה","0.020","2005-09-22T00:00:00",
"INDOXACARB","פלפל","0.020","2001-05-24T00:00:00",
"INDOXACARB","עגבניה","0.200","2011-07-25T00:00:00",
"INDOXACARB","אפון","0.020","2008-03-05T00:00:00",
"INDOXACARB","שעועית ירוקה","0.020","2009-05-27T00:00:00",
"INDOXACARB","גזר","0.050","2012-08-26T00:00:00",
"INDOXACARB","כותנה","0.020","2001-05-24T00:00:00",
"INDOXACARB","אגוז אדמה","0.020","2005-09-22T00:00:00",
"INDOXACARB","אורגנו","2.000","2012-11-27T00:00:00",
"INDOXACARB","רימון","0.100","2012-08-26T00:00:00",
"INDOXACARB","תירס","0.020","2001-05-24T00:00:00",
"INDOXACARB","ריחן מצוי / בזיל","2.000","2012-11-27T00:00:00",
"INDOXACARB","עירית בצלית","2.000","2012-11-27T00:00:00",
"INDOXACARB","שמיר (שבת)","2.000","2012-11-27T00:00:00",
"INDOXACARB","מיורם","2.000","2012-11-27T00:00:00",
"INDOXACARB","מנטה","2.000","2012-11-27T00:00:00",
"INDOXACARB","פטרוסלינון (שורש ועלים)","2.000","2012-11-27T00:00:00",
"INDOXACARB","רוזמרין","2.000","2012-11-27T00:00:00",
"INDOXACARB","מרווה","2.000","2012-11-27T00:00:00",
"INDOXACARB","טרגון","2.000","2012-11-27T00:00:00",
"INDOXACARB","רוקט (בן חרדל)",,"2019-04-11T00:00:00","2.000"
"INDOXACARB","רוקולה","2.000","2012-11-27T00:00:00",
"INDOXACARB","בצל ירוק","2.000","2012-11-27T00:00:00",
"INDOXACARB","אפונת שלג","0.020","2010-07-15T00:00:00",
"IODOSULFURON METHYL SODIUM","חיטה","0.050","2005-09-22T00:00:00",
"IPRODIONE","ענבים","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","תות שדה לפרי","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","פרי הדר","1.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","תפוח אדמה","0.100","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","כרפס/סלרי (שורש ועלים)","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","ברוקולי","5.000","2000-01-01T00:00:00","יתבטל"
"IPRODIONE","כרובית","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","מלון","2.000","1999-01-01T00:00:00","יתבטל"
"IPRODIONE","מלפפון","2.000","1998-11-01T00:00:00","יתבטל"
"IPRODIONE","קישוא","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","כרוב סיני","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","חסה","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","פלפל","5.000","2005-05-26T00:00:00","יתבטל"
"IPRODIONE","חציל","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","עגבניה","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","בטטה","0.100","1999-01-01T00:00:00","יתבטל"
"IPRODIONE","גזר","10.000","1998-11-01T00:00:00","יתבטל"
"IPRODIONE","בצל","0.200","1998-11-01T00:00:00","יתבטל"
"IPRODIONE","מנגו","5.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","תפוח עץ","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","אגס","10.000","1996-01-01T00:00:00","יתבטל"
"IPRODIONE","שזיף","1.000","2011-04-14T00:00:00","יתבטל"
"IPRODIONE","משמש","1.000","2009-07-01T00:00:00","יתבטל"
"IPRODIONE","נקטרינה","1.000","2008-01-13T00:00:00","יתבטל"
"IPRODIONE","תירס","5.000","2017-12-28T00:00:00","יתבטל"
"IPROVALICARB","ענבים","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","תפוח אדמה","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","מלון","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","מלפפון","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","עגבניה","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","בצל","0.050","2001-10-21T00:00:00","יתבטל"
"IPROVALICARB","עירית בצלית","1.500","2005-09-26T00:00:00","יתבטל"
"IPROVALICARB","פטרוסלינון (שורש ועלים)","2.000","2005-10-30T00:00:00","יתבטל"
"ISOFETAMID","ענבים",,"2024-01-29T00:00:00","3.000"
"ISOFETAMID","תות שדה לפרי",,"2023-02-12T00:00:00","2.000"
"ISOFETAMID","תפוח אדמה",,"2025-07-08T00:00:00","0.010"
"ISOFETAMID","מלפפון",,"2023-02-12T00:00:00","0.800"
"ISOFETAMID","קישוא",,"2023-02-12T00:00:00","0.500"
"ISOFETAMID","כוסברה (גד השדה)",,"2023-02-12T00:00:00","3.500"
"ISOFETAMID","פלפל",,"2023-02-12T00:00:00","0.800"
"ISOFETAMID","חציל",,"2023-02-12T00:00:00","0.700"
"ISOFETAMID","עגבניה",,"2023-02-12T00:00:00","1.000"
"ISOFETAMID","ריחן מצוי / בזיל",,"2023-02-12T00:00:00","20.000"
"ISOFETAMID","שמיר (שבת)",,"2023-02-12T00:00:00","13.000"
"ISOFETAMID","פטרוסלינון (שורש ועלים)",,"2023-02-12T00:00:00","11.000"
"ISOXABEN","פרי הדר","0.010","1999-01-01T00:00:00","יתבטל"
"ISOXADIFEN ETHYL","תירס","0.050","2017-12-28T00:00:00",
"ISOXAFLUTOLE","חימצה (חומוס)","0.010","2013-01-17T00:00:00",
"ISOXAFLUTOLE","תירס","0.010","2017-12-28T00:00:00",
"ISOXAFLUTOLE","חיטה","0.010","2013-01-17T00:00:00",
"KRESOXIM METHYL","ענבים","0.500","1998-11-01T00:00:00",
"KRESOXIM METHYL","תות שדה לפרי","0.100","2008-03-24T00:00:00",
"KRESOXIM METHYL","מלון","0.100","2005-09-26T00:00:00",
"KRESOXIM METHYL","מלפפון","0.100","1998-05-15T00:00:00",
"KRESOXIM METHYL","דלעת","0.100","2011-12-12T00:00:00",
"KRESOXIM METHYL","קישוא","0.100","1999-01-01T00:00:00",
"KRESOXIM METHYL","אבטיח","0.100","1998-05-15T00:00:00",
"KRESOXIM METHYL","גזר","0.020","2008-11-24T00:00:00",
"KRESOXIM METHYL","מנגו","0.500","1999-01-01T00:00:00",
"KRESOXIM METHYL","אפרסמון","0.050","2010-06-21T00:00:00",
"KRESOXIM METHYL","תפוח עץ","0.010","1998-11-01T00:00:00",
"KRESOXIM METHYL","שזיף","0.100","2008-03-25T00:00:00",
"KRESOXIM METHYL","משמש","0.100","2008-06-10T00:00:00",
"KRESOXIM METHYL","נקטרינה","0.100","2000-01-01T00:00:00",
"KRESOXIM METHYL","אפרסק","0.100","2000-01-01T00:00:00",
"LAMBDA CYHALOTHRIN","ענבים","0.200","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","תפוח אדמה","0.020","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","צנונית","0.050","2014-08-04T00:00:00",
"LAMBDA CYHALOTHRIN","כרוב","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","ברוקולי","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","כרובית","0.020","2014-03-02T00:00:00","0.070"
"LAMBDA CYHALOTHRIN","קולרבי","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","מלון","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","מלפפון","0.020","2014-02-16T00:00:00",
"LAMBDA CYHALOTHRIN","קישוא","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","חימצה (חומוס)","0.050","2015-11-15T00:00:00",
"LAMBDA CYHALOTHRIN","חסה","0.200","2011-11-16T00:00:00",
"LAMBDA CYHALOTHRIN","פלפל","0.200","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","חציל","0.200","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","עגבניה","0.100","2005-08-24T00:00:00",
"LAMBDA CYHALOTHRIN","פפריקה","0.020","2015-11-17T00:00:00",
"LAMBDA CYHALOTHRIN","שעועית ירוקה",,"2019-06-16T00:00:00","0.050"
"LAMBDA CYHALOTHRIN","בטטה","0.050","2012-05-06T00:00:00",
"LAMBDA CYHALOTHRIN","גזר","0.050","2012-05-06T00:00:00",
"LAMBDA CYHALOTHRIN","בצל","0.050","2012-11-18T00:00:00",
"LAMBDA CYHALOTHRIN","כותנה","0.050","2004-06-13T00:00:00",
"LAMBDA CYHALOTHRIN","אגוז אדמה","0.050","2011-11-14T00:00:00",
"LAMBDA CYHALOTHRIN","חמנית מצויה","0.010","2015-11-17T00:00:00",
"LAMBDA CYHALOTHRIN","שקד","0.050","2015-11-15T00:00:00",
"LAMBDA CYHALOTHRIN","רימון","0.100","2014-02-16T00:00:00",
"LAMBDA CYHALOTHRIN","שזיף","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","משמש","0.050","2012-12-12T00:00:00",
"LAMBDA CYHALOTHRIN","נקטרינה","0.020","2014-02-16T00:00:00",
"LAMBDA CYHALOTHRIN","אפרסק","0.020","2014-03-02T00:00:00",
"LAMBDA CYHALOTHRIN","תמר","0.010","2015-11-17T00:00:00",
"LAMBDA CYHALOTHRIN","תאנה","0.020","2008-07-30T00:00:00",
"LAMBDA CYHALOTHRIN","זית אירופאי","0.500","2004-06-08T00:00:00",
"LAMBDA CYHALOTHRIN","תירס","0.050","2011-07-25T00:00:00",
"LINDANE","חלב","0.010","1999-01-01T00:00:00",
"LINDANE","בשר","0.100","2005-09-26T00:00:00",
"LINDANE","בשר, חלקי פנים","0.010","2005-09-26T00:00:00",
"LINDANE","ביצים","0.010","2005-09-26T00:00:00",
"LINDANE","בשר עוף","0.050","2005-09-26T00:00:00",
"LINDANE","בשר עוף, חלקי פנים","0.010","2005-09-26T00:00:00",
"LINURON","ענבים","0.050","2013-01-20T00:00:00",
"LINURON","תפוח אדמה","0.050","2013-01-20T00:00:00",
"LINURON","כרפס/סלרי (שורש ועלים)","0.050","2013-01-20T00:00:00",
"LINURON","גזר","0.050","2013-01-20T00:00:00",
"LINURON","כותנה","0.050","2013-01-20T00:00:00",
"LINURON","שקד","0.050","2013-01-20T00:00:00",
"LINURON","אגס","0.050","2013-01-20T00:00:00",
"LINURON","שזיף","0.050","2013-01-20T00:00:00",
"LINURON","משמש","0.050","2013-01-20T00:00:00",
"LINURON","אפרסק","0.050","2013-01-20T00:00:00",
"LINURON","פטרוסלינון (שורש ועלים)","0.050","2013-01-20T00:00:00",
"LUFENURON","קורנית","0.050","2010-10-04T00:00:00",
"LUFENURON","ענבים","3.000","2013-05-19T00:00:00",
"LUFENURON","תות שדה לפרי","0.200","2011-07-25T00:00:00",
"LUFENURON","תפוח אדמה","0.050","1999-01-01T00:00:00",
"LUFENURON","קינרס (ארטישוק)","0.050","1996-01-01T00:00:00",
"LUFENURON","כרפס/סלרי (שורש ועלים)","0.050","2013-06-19T00:00:00",
"LUFENURON","כרוב","0.100","2011-07-25T00:00:00",
"LUFENURON","ברוקולי","0.100","2011-07-25T00:00:00",
"LUFENURON","כרובית","0.100","2011-07-25T00:00:00",
"LUFENURON","קולרבי","0.100","2015-11-15T00:00:00",
"LUFENURON","סלק עלים","0.050","2014-03-19T00:00:00",
"LUFENURON","כוסברה (גד השדה)","0.050","2013-01-20T00:00:00",
"LUFENURON","כרוב סיני","0.050","2005-10-31T00:00:00",
"LUFENURON","חסה","0.100","2012-11-13T00:00:00",
"LUFENURON","תרד","0.050","2014-03-19T00:00:00",
"LUFENURON","פלפל","0.200","2011-07-25T00:00:00",
"LUFENURON","חציל","0.200","2013-05-19T00:00:00",
"LUFENURON","עגבניה","0.200","2011-07-25T00:00:00",
"LUFENURON","שעועית ירוקה","0.100","2011-07-25T00:00:00",
"LUFENURON","בטטה","0.050","2011-07-25T00:00:00",
"LUFENURON","סלק אדום (שורש ועלים)","0.050","1996-01-01T00:00:00",
"LUFENURON","גזר","0.050","2005-10-31T00:00:00",
"LUFENURON","כותנה","0.050","1999-01-01T00:00:00",
"LUFENURON","רימון","0.500","2013-05-19T00:00:00",
"LUFENURON","תפוח עץ","0.050","1999-01-01T00:00:00",
"LUFENURON","אגס","0.050","2012-08-26T00:00:00",
"LUFENURON","חבוש","0.050","2016-05-11T00:00:00",
"LUFENURON","משמש","0.150","2012-08-26T00:00:00",
"LUFENURON","נקטרינה",,"2020-01-30T00:00:00","0.050"
"LUFENURON","אפרסק","0.150","2013-11-25T00:00:00",
"LUFENURON","תירס","0.100","2013-05-19T00:00:00",
"LUFENURON","ריחן מצוי / בזיל","0.050","1999-01-01T00:00:00",
"LUFENURON","עירית בצלית","0.050","2005-10-30T00:00:00",
"LUFENURON","שמיר (שבת)","0.050","2005-10-30T00:00:00",
"LUFENURON","מנטה","0.050","2005-10-30T00:00:00",
"LUFENURON","פטרוסלינון (שורש ועלים)","0.050","2013-01-20T00:00:00",
"LUFENURON","רוזמרין","0.050","2005-10-30T00:00:00",
"LUFENURON","מרווה","0.050","2010-10-04T00:00:00",
"LUFENURON","טרגון","0.050","2005-10-30T00:00:00",
"LUFENURON","רוקט (בן חרדל)","0.050","2014-03-19T00:00:00",
"LUFENURON","רוקולה","0.050","2010-10-04T00:00:00",
"LUFENURON","מיזונה (כרוב רפה)","0.050","2014-03-19T00:00:00",
"LUFENURON","בצל ירוק","0.050","2010-01-13T00:00:00",
"LUFENURON","עלי טטסוי","0.050","2014-03-19T00:00:00",
"MALATHION","פרי הדר","2.000","2005-05-24T00:00:00",
"MALATHION","צנונית","0.500","1996-01-01T00:00:00",
"MALATHION","קינרס (ארטישוק)","5.000","1996-01-01T00:00:00",
"MALATHION","כרפס/סלרי (שורש ועלים)","1.000","1996-01-01T00:00:00",
"MALATHION","כרוביים","1.000","1999-01-01T00:00:00",
"MALATHION","כרוב","1.000","1996-01-01T00:00:00",
"MALATHION","מלון","3.000","1996-01-01T00:00:00",
"MALATHION","מלפפון","3.000","1996-01-01T00:00:00",
"MALATHION","קישוא","3.000","1996-01-01T00:00:00",
"MALATHION","אבטיח","3.000","1996-01-01T00:00:00",
"MALATHION","חסה","1.000","1996-01-01T00:00:00",
"MALATHION","פלפל","0.500","1996-01-01T00:00:00",
"MALATHION","חציל","0.500","1996-01-01T00:00:00",
"MALATHION","עגבניה","3.000","1996-01-01T00:00:00",
"MALATHION","אפון","0.500","1996-01-01T00:00:00",
"MALATHION","שעועית ירוקה","2.000","1996-01-01T00:00:00",
"MALATHION","צנון","0.500","1996-01-01T00:00:00",
"MALATHION","סלק אדום (שורש ועלים)","0.500","1996-01-01T00:00:00",
"MALATHION","בצל","0.500","1996-01-01T00:00:00",
"MALATHION","שום","0.500","1996-01-01T00:00:00",
"MALATHION","מנגו","2.000","2005-10-31T00:00:00",
"MALATHION","אפרסמון","2.000","2005-10-31T00:00:00",
"MALATHION","תפוח עץ","2.000","1996-01-01T00:00:00",
