Crop_ID,English_Name,Hebrew_Name,ABAMECTIN,ALACHLOR,AMITRAZ,AZOCYCLOTIN,AZOXYSTROBIN,BENFLURALIN,BENTAZONE,BIFENTHRIN,BOSCALID,CAPTAN,CARBENDAZIM,CARFENTRAZONE ETHYL,CHLORANTRANILIPROLE,CHLORFLUAZURON,CHLOROTHALONIL,CHLORPYRIFOS,CLETHODIM,CLOTHIANIDIN,CYCLOXYDIM,CYHEXATIN,CYPROCONAZOLE,DIMETHENAMID,DITHIOCARBAMATES,ETHALFLURALIN,FENBUCONAZOLE,FLUAZIFOP-P-BUTYL,FLUAZINAM,FLUBENDIAMIDE,FLUROCHLORIDONE,GLYPHOSATE,HALOXYFOP R METHYL,IMAZAMOX,IMAZAPIC,INDOXACARB,LAMBDA CYHALOTHRIN,METAM SODIUM,METOLACHLOR,NOVALURON,PCNB (QUINTOZENE),PROPAQUIZAFOP,PROPARGITE,PYRACLOSTROBIN,PYRAFLUFEN-ETHYL,PYRIDALYL,PYRIDATE,QUIZALOFOP-P-ETHYL,QUIZALOFOP-P-TEFURYL,TAU-FLUVALINATE,TEBUCONAZOLE,TERBUTRYN,TETRACONAZOLE,TETRADIFON,THIAMETHOXAM
834,PEANUT,אגוז אדמה,0.01,0.02,0.5,1.0,0.01,0.02,0.05,0.05,0.05,0.05,0.1,0.02,0.05,0.2,0.05,0.02,0.5,0.02,0.2,0.2,0.05,0.01,0.1,0.02,0.2,0.1,0.05,0.02,0.01,0.1,0.02,0.01,0.01,0.02,0.05,0.05,0.5,0.02,0.5,0.01,0.1,0.05,0.01,0.01,0.05,0.1,0.1,0.1,0.2,0.02,0.05,1.0,0.05
