Crop_ID,English_Name,Hebrew_Name,"2,4-D",ABAMECTIN,AMINOTRIAZOLE,CARFENTRAZONE ETHYL,CHLORPYRIFOS,DIFLUFENICAN,DIURON,FLUFENACET,FLUMIOXAZIN,FLURPRIMIDOL,GLUFOSINATE AMMONIUM,GLYPHOSATE,METAM SODIUM,METHOMYL,OXADIAZON,OXYFLUORFEN,PACLOBUTRAZOLE,PROCHLORAZ,PROPYZAMIDE,SPINETORAM,SPINOSAD,SPIRODICLOFEN,SPIROTETRAMAT,UNICONAZOLE
65,AVOCADO,אבוקדו,0.05,0.02,0.02,0.08,0.5,0.02,0.1,0.02,0.01,0.05,0.01,0.2,0.05,0.02,0.02,0.02,0.05,5.0,0.02,0.02,0.05,0.5,0.3,0.05
